customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_flag,tenure_band,tenure_sort_index
C00839,Female,1,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer,63.4,1467.86,No,0,13-24,3
C00840,Female,0,Yes,No,41,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,43.05,1760.32,No,0,25-48,4
C00841,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.89,1356.87,No,0,13-24,3
C00842,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,35.66,370.7,Yes,1,7-12,2
C00843,Female,0,No,Yes,64,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,40.09,2672.52,Yes,1,49-72,5
C00844,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,35.49,335.93,No,0,7-12,2
C00845,Male,0,No,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,37.7,834.6,Yes,1,13-24,3
C00846,Male,1,Yes,No,50,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,42.14,2092.16,No,0,49-72,5
C00847,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,46.37,1053.86,Yes,1,13-24,3
C00848,Female,0,Yes,No,24,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,61.59,1422.86,Yes,1,13-24,3
C00849,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,62.02,3790.89,No,0,49-72,5
C00850,Male,0,No,No,29,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,40.26,1103.0,No,0,25-48,4
C00851,Male,0,No,No,9,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,33.21,281.51,Yes,1,7-12,2
C00852,Female,1,No,No,40,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,51.78,2112.9,Yes,1,25-48,4
C00853,Female,0,No,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,29.06,1247.63,No,0,25-48,4
C00854,Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,65.22,3702.38,Yes,1,49-72,5
C00855,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,57.92,2563.79,Yes,1,25-48,4
C00856,Female,0,Yes,Yes,47,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card,44.21,2054.47,No,0,25-48,4
C00857,Female,1,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,34.01,2402.74,No,0,49-72,5
C00858,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card,60.75,1992.67,Yes,1,25-48,4
C00859,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,57.25,1000.47,No,0,13-24,3
C00860,Female,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,58.59,2311.27,Yes,1,25-48,4
C00861,Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,56.17,1761.47,Yes,1,25-48,4
C00862,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,37.73,293.45,No,0,7-12,2
C00863,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,60.06,711.79,No,0,7-12,2
C00864,Male,1,No,No,28,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.1,596.65,No,0,25-48,4
C00865,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,60.27,1616.8,No,0,25-48,4
C00866,Male,0,No,Yes,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,297.53,Yes,1,13-24,3
C00867,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,36.49,823.4,No,0,13-24,3
C00868,Female,0,Yes,Yes,26,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,23.28,638.19,No,0,25-48,4
C00869,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,57.34,2597.62,No,0,25-48,4
C00870,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,55.74,2356.85,Yes,1,25-48,4
C00871,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.45,1935.03,Yes,1,25-48,4
C00872,Female,0,Yes,Yes,45,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.18,944.66,No,0,25-48,4
C00873,Male,1,No,Yes,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,36.28,1020.4,Yes,1,25-48,4
C00874,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,54.14,534.53,No,0,7-12,2
C00875,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,59.32,1986.83,Yes,1,25-48,4
C00876,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.78,380.16,Yes,1,13-24,3
C00877,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer,36.69,1169.77,No,0,25-48,4
C00878,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.49,1312.39,Yes,1,13-24,3
C00879,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer,70.99,1288.66,Yes,1,13-24,3
C00880,Male,1,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,63.46,461.98,Yes,1,7-12,2
C00881,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,53.65,1679.31,No,0,25-48,4
C00882,Male,0,No,No,25,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.37,915.31,Yes,1,25-48,4
C00883,Male,0,No,Yes,19,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.61,706.53,Yes,1,13-24,3
C00884,Female,0,Yes,Yes,16,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,24.1,397.51,Yes,1,13-24,3
C00885,Female,0,No,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.94,851.63,Yes,1,13-24,3
C00886,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,64.35,4433.71,No,0,49-72,5
C00887,Male,1,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,31.99,129.58,Yes,1,0-6,1
C00888,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,47.96,747.75,No,0,13-24,3
C00889,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,30.74,654.7,No,0,13-24,3
C00890,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.37,1303.8,No,0,13-24,3
C00891,Male,0,Yes,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.77,719.24,No,0,25-48,4
C00892,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,38.73,2719.8,No,0,49-72,5
C00893,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,34.89,504.25,Yes,1,13-24,3
C00894,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,64.81,3322.86,Yes,1,49-72,5
C00895,Female,0,Yes,No,16,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.42,406.54,No,0,13-24,3
C00896,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,57.69,1467.08,Yes,1,25-48,4
C00897,Female,1,Yes,Yes,72,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,36.81,2504.24,No,0,49-72,5
C00898,Female,1,Yes,No,58,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,35.58,1962.83,No,0,49-72,5
C00899,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,62.21,1230.89,No,0,13-24,3
C00900,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,32.2,1092.72,No,0,25-48,4
C00901,Female,0,Yes,No,38,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,22.76,798.81,No,0,25-48,4
C00902,Female,0,No,No,26,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.87,679.3,Yes,1,25-48,4
C00903,Female,0,Yes,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.23,866.02,No,0,25-48,4
C00904,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.41,2700.95,Yes,1,25-48,4
C00905,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,68.43,857.36,No,0,13-24,3
C00906,Male,0,No,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,42.9,369.11,Yes,1,7-12,2
C00907,Male,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,71.49,832.47,Yes,1,7-12,2
C00908,Male,0,Yes,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,26.39,1068.77,Yes,1,25-48,4
C00909,Female,0,Yes,Yes,18,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.88,598.0,Yes,1,13-24,3
C00910,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,37.39,1304.78,Yes,1,25-48,4
C00911,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer,52.08,1581.96,No,0,25-48,4
C00912,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,59.78,3434.01,Yes,1,49-72,5
C00913,Male,0,No,No,60,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.83,2096.44,Yes,1,49-72,5
C00914,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,45.78,3192.77,No,0,49-72,5
C00915,Female,1,Yes,No,14,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.23,455.85,Yes,1,13-24,3
C00916,Female,0,No,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.29,1520.29,Yes,1,49-72,5
C00917,Female,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,61.72,1776.55,No,0,25-48,4
C00918,Male,0,No,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.64,613.82,No,0,13-24,3
C00919,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,40.11,275.42,Yes,1,7-12,2
C00920,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,66.84,4518.44,No,0,49-72,5
C00921,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,54.09,690.45,Yes,1,7-12,2
C00922,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,46.79,487.19,No,0,7-12,2
C00923,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,60.29,660.96,Yes,1,7-12,2
C00924,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,60.76,62.64,Yes,1,0-6,1
C00925,Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.69,334.84,Yes,1,0-6,1
C00926,Male,1,No,No,35,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card,42.5,1393.63,Yes,1,25-48,4
C00927,Female,1,Yes,No,31,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.55,1165.82,No,0,25-48,4
C00928,Male,1,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,65.0,1188.95,Yes,1,13-24,3
C00929,Male,1,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,39.33,643.56,Yes,1,13-24,3
C00930,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card,38.39,855.31,No,0,13-24,3
C00931,Female,1,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer,62.25,3967.91,No,0,49-72,5
C00932,Female,0,No,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,58.28,1454.15,No,0,25-48,4
C00933,Female,0,Yes,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.2,1675.99,Yes,1,49-72,5
C00934,Male,0,No,No,54,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,20.53,1176.65,No,0,49-72,5
C00935,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,72.15,3361.29,Yes,1,49-72,5
C00936,Female,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,35.2,1027.86,No,0,25-48,4
C00937,Female,1,No,No,16,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.31,411.04,Yes,1,13-24,3
C00938,Female,0,No,No,37,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,43.33,1596.92,Yes,1,25-48,4
C00939,Female,0,Yes,Yes,57,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,27.88,1549.22,No,0,49-72,5
C00940,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,53.75,2929.15,Yes,1,49-72,5
C00941,Female,1,Yes,Yes,21,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,41.25,818.39,Yes,1,13-24,3
C00942,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,23.83,678.47,No,0,25-48,4
C00943,Female,0,No,Yes,25,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.32,649.99,Yes,1,25-48,4
C00944,Female,0,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,40.31,1095.8,No,0,25-48,4
C00945,Male,1,Yes,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card,31.79,366.06,Yes,1,7-12,2
C00946,Male,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.93,727.7,No,0,13-24,3
C00947,Male,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.08,795.32,Yes,1,13-24,3
C00948,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,39.92,612.49,No,0,13-24,3
C00949,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,60.28,1142.69,No,0,13-24,3
C00950,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,64.6,2989.85,Yes,1,25-48,4
C00951,Male,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card,32.59,511.48,No,0,13-24,3
C00952,Male,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,66.52,1996.75,No,0,25-48,4
C00953,Female,0,No,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.46,1651.22,No,0,49-72,5
C00954,Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,36.21,594.56,Yes,1,13-24,3
C00955,Female,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,41.74,865.93,Yes,1,13-24,3
C00956,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,61.1,639.01,Yes,1,7-12,2
C00957,Female,1,Yes,No,48,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,48.81,2339.09,Yes,1,25-48,4
C00958,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,28.95,691.92,No,0,13-24,3
C00959,Male,0,Yes,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,23.91,333.17,No,0,13-24,3
C00960,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer,52.77,2005.1,Yes,1,25-48,4
C00961,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card,46.86,1011.52,No,0,13-24,3
C00962,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,65.1,1392.8,Yes,1,13-24,3
C00963,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,64.12,2383.24,No,0,25-48,4
C00964,Female,1,No,No,21,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.07,468.46,No,0,13-24,3
C00965,Male,0,Yes,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.28,674.22,Yes,1,25-48,4
C00966,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,33.04,1099.14,Yes,1,25-48,4
C00967,Male,0,No,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.61,793.9,No,0,25-48,4
C00968,Female,1,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,70.16,4285.44,Yes,1,49-72,5
C00969,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.38,535.26,No,0,7-12,2
C00970,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,57.11,474.41,No,0,7-12,2
C00971,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,59.15,2510.94,Yes,1,25-48,4
C00972,Female,1,No,No,26,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.73,663.85,No,0,25-48,4
C00973,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,44.91,956.48,Yes,1,13-24,3
C00974,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer,63.59,4649.23,No,0,49-72,5
C00975,Male,0,Yes,Yes,56,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,37.53,2133.76,Yes,1,49-72,5
C00976,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,59.17,596.44,No,0,7-12,2
C00977,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,59.12,940.06,No,0,13-24,3
C00978,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,39.92,2810.58,No,0,49-72,5
C00979,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,56.36,1473.48,No,0,25-48,4
C00980,Female,0,No,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,35.69,728.56,Yes,1,13-24,3
C00981,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,61.67,1182.34,No,0,13-24,3
C00982,Female,0,Yes,Yes,55,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.86,1820.16,No,0,49-72,5
C00983,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,42.6,1028.64,Yes,1,13-24,3
C00984,Male,0,No,Yes,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,25.48,474.65,No,0,13-24,3
C00985,Male,0,No,No,21,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,36.5,826.19,No,0,13-24,3
C00986,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,31.54,2416.1,Yes,1,49-72,5
C00987,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.95,4109.43,No,0,49-72,5
C00988,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,61.73,2585.41,Yes,1,25-48,4
C00989,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.94,1259.75,Yes,1,13-24,3
C00990,Female,1,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.85,1576.41,Yes,1,25-48,4
C00991,Female,1,Yes,No,25,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,37.82,992.43,No,0,25-48,4
C00992,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer,56.75,2858.26,No,0,49-72,5
C00993,Male,0,No,No,66,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer,55.33,3849.79,Yes,1,49-72,5
C00994,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,41.15,1132.46,No,0,25-48,4
C00995,Female,0,No,No,14,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.91,322.07,No,0,13-24,3
C00996,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card,37.85,918.85,No,0,13-24,3
C00997,Male,1,No,Yes,32,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.07,666.39,Yes,1,25-48,4
C00998,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,37.04,545.17,Yes,1,13-24,3
C00999,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,67.0,2554.19,No,0,25-48,4
C01000,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.76,3054.36,Yes,1,49-72,5
C01001,Male,0,Yes,Yes,42,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.04,1006.71,Yes,1,25-48,4
C01002,Female,0,No,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.22,4972.29,Yes,1,49-72,5
C01003,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer,59.56,4202.17,No,0,49-72,5
C01004,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.05,2331.21,Yes,1,49-72,5
C01005,Female,0,No,No,37,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.7,2070.18,Yes,1,25-48,4
C01006,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,41.48,946.94,Yes,1,13-24,3
